Unique ID,PostedTime,Lat,Long,SaleType,HouseType,Address,Verified,LoanVerified,Price,Negotiable,Area,Measure,MonthlyEMI,Bedrooms,Bathrooms,FloorType,Balconies,ShortAddress,Bldgtype,Age,OwnedBy,Maintanance,FloorType2,Area2,Furnished,Facing,FloorOn,Parking,PowerBackup,WaterSupply,propid,
11,NA,19.2461644,72.8509056,Resale,"3 BHK for sale,
Philip Tower Co-Op Housi","Philip Tower Co-op Housing Society, Holy Cross Road Ext ...",Pre-verified,Loan Verified,1.92 Crores,Negotiable,"1,080",Sq.Ft,1.49 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Philip Tower Co-Op,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181594ab70801595dcfe8fd33f3,
12,"Jun 24, 2018 5:21:42 PM",19.1370256,72.8549697,Resale,"1 RK for sale,
Sarvodaya Nagar Rajesh C","Sarvodaya Nagar Rajesh Chs, Meghwadi Shani Maharaj Mand ...",Pre-verified,Loan Verified,55 Lacs,Negotiable,365,Sq.Ft,42.75 K/Month,1 bedrooms,1 Bath,,0 Balconies,Sarvodaya Nagar Raj,Apartment,>10 years old,Self Owned,2.7 per sq.ft/m,Vitrified Tiles,365 sq.ft,Unfurnished,East,Floor 2 / 7,Car,NA,Corporation,ff80818163500c16016353524be94cf1,
13,"Jun 22, 2018 5:51:12 PM",19.1760717,72.9653036,Resale,"3 BHK for sale,
Atlantic Heights","Atlantic Heights, Neelam Nagar, Near Spandan Hospital",Pre-verified,Loan Verified,2.2 Crores,Negotiable,"1,800",Sq.Ft,1.71 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Atlantic Heights,Apartment,Newly Constructed,Self Owned,3.6 per sq.ft/m,Vitrified Tiles,"1,800 sq.ft",Unfurnished,South-West,Floor 7 / 7,Bike and Car,NA,Corporation,ff80818160d4d3430160d5f9e5a55336,
14,"Jul 4, 2018 1:30:48 PM",19.2036101,72.8276647,Resale,"2 BHK for sale,
Pooja Enclave CHS","Pooja Enclave Chs, Old Link Road Ganesh Nagar, Near Osc ...",Pre-verified,Loan Verified,1.45 Crores,Negotiable,900,Sq.Ft,1.13 Lacs/Month,2 bedrooms,3 Baths,Mosaic,0 Balconies,Pooja Enclave CHS,Apartment,5-10 years old,Self Owned,5.0 per sq.ft/m,Mosaic,900 sq.ft,Unfurnished,West,Floor 8 / 10,Bike and Car,NA,Corporation,ff8081816349902b01634ab220bc23b9,
15,NA,19.213907,72.873898,Resale,"1 BHK for sale,
Evershine Millennium Par","Evershine Millennium Paradise Phase 1, Thakur Village N ...",Pre-verified,Loan Verified,1.06 Crores,Negotiable,555,Sq.Ft,82.4 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Evershine Millenniu,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818162862034016286a878655b0c,
16,"Jul 16, 2018 5:05:50 PM",19.2366823,72.8731863,Resale,"2 BHK for sale,
La Belleza","La Belleza, Kajupada Rishi Van, Near La Vista",Pre-verified,Loan Verified,1.35 Crores,Negotiable,935,Sq.Ft,1.05 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,3 Balconies,La Belleza,Gated Community Villa,5-10 years old,Self Owned,4.8 per sq.ft/m,Marble/Granite,935 sq.ft,Unfurnished,East,Floor 6 / 13,Car,Full,Borewell,ff80818164556d8f0164563641e74b7b,
17,"Jul 24, 2018 4:08:09 PM",19.13115206,72.82484758,Resale,"2 BHK for sale,
YASHODHAN APARTMENT","Yashodhan Apartment, Lokhandwala Complex Rd Near Kokila ...",Pre-verified,Loan Verified,1.98 Crores,Negotiable,650,Sq.Ft,1.54 Lacs/Month,2 bedrooms,3 Baths,Mosaic,0 Balconies,YASHODHAN APARTMENT,Apartment,>10 years old,Self Owned,4.6 per sq.ft/m,Mosaic,650 sq.ft,Semi,North,Floor 3 / 4,Car,None,Corporation,ff80818164a8a0da0164a8b4008f04d0,
18,"Jul 16, 2018 3:47:35 PM",19.0815152,72.8444534,Resale,"1 BHK for sale,
Rakesh kunj CHS","Rakesh Kunj Chs, Near Jain Mandir Opposite Bhoomi Towers",Pre-verified,Loan Verified,1.75 Crores,Negotiable,740,Sq.Ft,1.36 Lacs/Month,1 bedrooms,2 Baths,Marble/Granite,1 Balcony,Rakesh kunj CHS,Apartment,>10 years old,Self Owned,2.7 per sq.ft/m,Marble/Granite,740 sq.ft,Semi,East,Floor 2 / 3,Bike and Car,None,Corporation,ff80818160c5f50b0160c9ea98d40a8a,
19,"Jul 22, 2018 6:26:27 PM",19.175225,72.864815,Resale,"2 BHK for sale,
Dheeraj Uphar","Dheeraj Uphar, Behind Dindoshi Bus Depot , Oberoi Mall",Pre-verified,Loan Verified,1.35 Crores,Negotiable,800,Sq.Ft,1.05 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,0 Balconies,Dheeraj Uphar,Apartment,>10 years old,Self Owned,4.4 per sq.ft/m,Marble/Granite,800 sq.ft,Semi,East,Floor 6 / 7,Bike and Car,NA,Corporation,ff8081816229a551016229c038f8065e,
20,"Jul 11, 2018 12:56:34 PM",19.0035128,72.8548804,Resale,"2 BHK for sale,
Monarch gardens","Monarch Gardens, R A Kidwai Road, Sewri Cross Road, Nea ...",Pre-verified,Loan Verified,2.7 Crores,Negotiable,"1,150",Sq.Ft,2.1 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,2 Balconies,Monarch gardens,Apartment,5-10 years old,Self Owned,10.0 per sq.ft/m,Marble/Granite,"1,150 sq.ft",Semi,South,Floor 6 / 17,Car,Full,Corporation,ff8081816105e35a01610734d5570895,
21,"Jul 24, 2018 6:22:08 PM",19.0322376,72.8907502,Resale,"1 BHK for sale,
Mamtadeep Heights","Mamtadeep Heights, Oppoiste To Mysore Colony Monorail S ...",Pre-verified,Loan Verified,95 Lacs,Negotiable,715,Sq.Ft,73.84 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Mamtadeep Heights,Apartment,3-5 years old,Self Owned,5.6 per sq.ft/m,Vitrified Tiles,715 sq.ft,Unfurnished,East,Floor 9 / 12,Bike and Car,NA,Corporation,ff808181640e10950164119d87aa6ea9,
22,"Jul 8, 2018 12:30:29 PM",19.13357567,72.84087516,Resale,"1 BHK for sale,
Swatantra Sainik","Swatantra Sainik, Near St.catherine's Primary School Ve ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,612,Sq.Ft,85.5 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Swatantra Sainik,Apartment,>10 years old,Self Owned,6.2 per sq.ft/m,Vitrified Tiles,612 sq.ft,Semi,North-West,Floor 2 / 6,Car,NA,Corporation,ff808181644b9bce01644bfa737f1c10,
23,"Jul 20, 2018 12:08:20 PM",19.2461644,72.8509056,Resale,"2 BHK for sale,
Rohan Residency","Rohan Residency, Near Prerna Nagar, Babhai, Bhargav Hos ...",Pre-verified,Loan Verified,1.75 Crores,Negotiable,970,Sq.Ft,1.36 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Rohan Residency,Apartment,>10 years old,Self Owned,3.4 per sq.ft/m,Vitrified Tiles,970 sq.ft,Full,East,Floor 5 / 7,Bike and Car,NA,Both,ff808181615af463016160c855c23f0f,
24,"Jul 29, 2018 1:04:25 PM",19.2210386,72.8667032,Resale,"1 BHK for sale,
Jeevandhara CHS","Jeevandhara Chs, Magathane Near Mangubhai Dattani Vidyalay",Pre-verified,Loan Verified,1.15 Crores,Negotiable,550,Sq.Ft,89.39 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Jeevandhara CHS,Apartment,>10 years old,Self Owned,2.7 per sq.ft/m,Vitrified Tiles,550 sq.ft,Full,East,Floor 2 / 7,Bike and Car,Full,Both,ff80818163ee6c230163ee9341a91d19,
25,"Jul 27, 2018 7:50:31 PM",19.2461644,72.8509056,Resale,"2 BHK for sale,
independent Building","Independent Building, Holy Cross Road, Near Vibgyor Hig ...",Pre-verified,Loan Verified,1.9 Crores,Negotiable,880,Sq.Ft,1.48 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,3 Balconies,independent Buildin,Apartment,>10 years old,Self Owned,6.6 per sq.ft/m,Vitrified Tiles,880 sq.ft,Semi,NA,Floor 1 / 12,Bike and Car,NA,Both,ff80818163ddd7b60163deeee8f34684,
26,NA,19.129166,72.8395155,Resale,"2 BHK for sale,
Bharat Belmonte","Bharat Belmonte, Azad Nagar Off Veera Desai Road ,near ...",Pre-verified,Loan Verified,2.25 Crores,Negotiable,"1,152",Sq.Ft,1.75 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Bharat Belmonte,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181540ae5f301540afe03060166,
27,"Jul 26, 2018 3:01:01 PM",19.196173,72.8470555,Resale,"1 BHK for sale,
Malad Atul CHSL","Malad Atul Chsl, Swami Vivekananda Rd Near Pvr Milap Ci ...",Pre-verified,Loan Verified,87 Lacs,Negotiable,600,Sq.Ft,67.63 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,2 Balconies,Malad Atul CHSL,Apartment,>10 years old,Self Owned,1.3 per sq.ft/m,Vitrified Tiles,600 sq.ft,Full,North,Floor 4 / 4,Bike and Car,Partial,Both,ff80818164a6e3630164a6ff446e14d3,
28,"Jul 26, 2018 3:44:39 PM",19.1845194,72.8640157,Resale,"1 BHK for sale,
Shiv Shakthi CHS","Shiv Shakthi Chs, Parekh Nagar,near Santoshi Mata Mandi ...",Pre-verified,Loan Verified,95 Lacs,Negotiable,600,Sq.Ft,73.84 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Shiv Shakthi CHS,Apartment,>10 years old,Self Owned,2.8 per sq.ft/m,Vitrified Tiles,600 sq.ft,Semi,North,Floor 5 / 6,Bike and Car,NA,Corporation,ff80818163ca7f280163ce3508e3047c,
29,"Aug 1, 2018 7:20:50 PM",19.1823658,72.8614113,Resale,"2 BHK for sale,
Omkar Alta Monte Back Ga","Omkar Alta Monte Back Gate, On Western Express Highway, ...",Pre-verified,Loan Verified,2.4 Crores,Negotiable,"1,290",Sq.Ft,1.87 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,3 Balconies,Omkar Alta Monte Ba,Apartment,1-3 years old,Self Owned,11.6 per sq.ft/m,Marble/Granite,"1,290 sq.ft",Semi,NA,Floor 37 / 45,Bike and Car,NA,Both,ff808181623db59d01623def70b01dce,
30,"May 15, 2018 5:04:17 PM",19.1770486,72.9624957,Resale,"2 BHK for sale,
Shree Krishna","Shree Krishna, Neelam Nagar Phase 1, Near Amol Society ...",Pre-verified,Loan Verified,1.25 Crores,Negotiable,690,Sq.Ft,97.17 K/Month,2 bedrooms,1 Bath,Vitrified Tiles,2 Balconies,Shree Krishna,Apartment,>10 years old,Self Owned,2.6 per sq.ft/m,Vitrified Tiles,690 sq.ft,Full,North-East,Floor 1 / 5,Bike and Car,None,Both,ff80818150465f7401504686ca540161,
31,"Apr 30, 2018 1:16:57 PM",19.07082521,72.8397883,Resale,"1 RK for sale,
Spenta","Spenta, Road Number 3, Near Samrat Banquets, Khar Market",Pre-verified,Loan Verified,1.4 Crores,Negotiable,300,Sq.Ft,1.09 Lacs/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Spenta,Apartment,1-3 years old,Self Owned,16.7 per sq.ft/m,Vitrified Tiles,300 sq.ft,Unfurnished,East,Floor 4 / 7,Car,None,Corporation,ff8081816300c1af016304f2637042c9,
32,NA,19.2511513,72.8635051,Resale,"2 BHK for sale,
sarasvati om palace","Sarasvati Om Palace, Maratha Colony, Ravindra Hotel ,ne ...",Pre-verified,Loan Verified,1.3 Crores,Negotiable,"1,030",Sq.Ft,1.01 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,sarasvati om palace,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081816165ddca0161696a292604ef,
33,"Jun 27, 2018 5:28:53 PM",19.155924,72.9398184,Resale,"2 BHK for sale,
Swami samarth CHS. LTD","Swami Samarth Chs. Ltd, Bhandup Sonapur Road, Near Micr ...",Pre-verified,Loan Verified,1.3 Crores,Negotiable,890,Sq.Ft,1.01 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Swami samarth CHS.,Apartment,>10 years old,Self Owned,3.0 per sq.ft/m,Vitrified Tiles,890 sq.ft,Full,East,Floor 7 / 7,Bike and Car,None,Both,ff8081816253811501625813ef655362,
34,"Jul 7, 2018 3:27:57 PM",19.1612127,72.9375465,Resale,"3 BHK for sale,
Mahavir Universe","Mahavir Universe, Bhandup West, Lbs Marg Opposite To Ja ...",Pre-verified,Loan Verified,2.25 Crores,Negotiable,"1,215",Sq.Ft,1.75 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,Mahavir Universe,Apartment,5-10 years old,Self Owned,5.3 per sq.ft/m,Vitrified Tiles,"1,215 sq.ft",Semi,North-East,Floor 21 / 25,Bike and Car,NA,Both,ff80818163e44fec0163e47ce5f717cc,
35,"Jul 8, 2018 3:10:06 PM",19.19207562,72.83214772,Resale,"1 BHK for sale,
Rishikesh Apartment","Rishikesh Apartment, Evershine Nagar, Near Haridwar Bui ...",Pre-verified,Loan Verified,71 Lacs,Negotiable,450,Sq.Ft,55.19 K/Month,1 bedrooms,1 Bath,Cement,0 Balconies,Rishikesh Apartment,Apartment,>10 years old,Self Owned,2.4 per sq.ft/m,Cement,450 sq.ft,Semi,South,Floor 1 / 4,None,NA,Corporation,ff808181618e8f1001618f06c0292674,
36,NA,19.1574488,72.8346606,Resale,"2 BHK for sale,
Indraprastha Regency","Indraprastha Regency, Motilal Nagar I, Near Kamal Banqu ...",Pre-verified,Loan Verified,1.37 Crores,Negotiable,932,Sq.Ft,1.06 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Indraprastha Regenc,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181632672ec01632a5402ea108b,
37,"Jul 15, 2018 12:20:20 PM",19.1509879,72.9315251,Resale,"1 BHK for sale,
marigold Meridian Societ","Marigold Meridian Society, Lake Road Near Bhandup Polic ...",Pre-verified,Loan Verified,1 Crore,Negotiable,640,Sq.Ft,77.73 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,marigold Meridian S,Apartment,5-10 years old,Self Owned,6.3 per sq.ft/m,Vitrified Tiles,640 sq.ft,Semi,East,Floor 3 / 14,Bike and Car,Full,Both,ff80818162d7b9cd0162ddd516a10de4,
38,"Jul 12, 2018 5:49:34 PM",19.151659,72.844386,Resale,"3 BHK for sale,
Kshitij Tower","Kshitij Tower, Mahatma Jyotiba Phule Nagar, Near Ram Ma ...",Pre-verified,Loan Verified,2.45 Crores,Negotiable,"1,435",Sq.Ft,1.9 Lacs/Month,3 bedrooms,3 Baths,Marble/Granite,0 Balconies,Kshitij Tower,Apartment,>10 years old,Self Owned,4.9 per sq.ft/m,Marble/Granite,"1,435 sq.ft",Unfurnished,East,Floor 11 / 14,Bike,NA,Corporation,ff808181634e9c4f01634eab43df0ad0,
39,"Jul 15, 2018 5:31:51 PM",19.0908063,72.9076669,Resale,"1 RK for sale,
Kahan jash residency","Kahan Jash Residency, Maneklal Estate,near Mtnl Ghatkop ...",Pre-verified,Loan Verified,65 Lacs,Negotiable,370,Sq.Ft,50.53 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,2 Balconies,Kahan jash residenc,Apartment,5-10 years old,Self Owned,1.9 per sq.ft/m,Vitrified Tiles,370 sq.ft,Semi,East,Floor 6 / 7,Bike and Car,NA,Both,ff80818160bad7520160c065c7d43543,
40,NA,19.1363246,72.82766,Resale,"3 BHK for sale,
Pramukh Heights","Pramukh Heights, Veera Desai Road, Andheri West, Mumbai",Pre-verified,Loan Verified,3 Crores,Negotiable,"1,100",Sq.Ft,2.33 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Pramukh Heights,Independent Floor/Builder Floor,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163f29c9e0163f85b6beb3aaf,
41,"Jul 14, 2018 2:24:26 PM",19.0023693,72.847091,Resale,"1 BHK for sale,
Shiv shakthi CHS","Shiv Shakthi Chs, Near Evita Empress Evita Empress 429, ...",Pre-verified,Loan Verified,1.6 Crores,Negotiable,660,Sq.Ft,1.24 Lacs/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Shiv shakthi CHS,Apartment,>10 years old,Self Owned,3.0 per sq.ft/m,Vitrified Tiles,660 sq.ft,Full,East,Floor 4 / 4,Bike,NA,Both,ff80818162945db80162948f68690ed9,
42,NA,19.1236489,72.8421772,Resale,"1 BHK for sale,
New Ankur Co-op Housing","New Ankur Co-op Housing Society, Bharadwadi Jp Road An ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,425,Sq.Ft,85.5 K/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,New Ankur Co-op Ho,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818164caf5680164cc40d6363d80,
43,"Jul 19, 2018 12:46:13 PM",19.1725542,72.942537,Resale,"2 BHK for sale,
Life Style Complex Opal","Life Style Complex Opal, Lbs Marg Near Nirmal Life Style",Pre-verified,Loan Verified,1.6 Crores,Negotiable,855,Sq.Ft,1.24 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,0 Balconies,Life Style Complex,Apartment,>10 years old,Self Owned,4.9 per sq.ft/m,Marble/Granite,855 sq.ft,Semi,East,Floor 9 / 16,Bike and Car,Full,Both,ff80818163a128e50163a2791eb452dc,
44,"Jul 23, 2018 6:40:51 PM",19.1154908,72.8726952,Resale,"2 BHK for sale,
Namaskar Society","Namaskar Society, Poonam Nagar,, Jogeshwari East Near Z ...",Pre-verified,Loan Verified,1.45 Crores,Negotiable,920,Sq.Ft,1.13 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Namaskar Society,Apartment,>10 years old,Self Owned,2.9 per sq.ft/m,Vitrified Tiles,920 sq.ft,Unfurnished,NA,Floor 3 / 6,Bike and Car,NA,Corporation,ff808181510beddd01510fd3a9e112c8,
45,"Aug 2, 2018 1:48:52 PM",19.2091496,72.862204,Resale,"3 BHK for sale,
Gokul Vihar","Gokul Vihar, Thakur Residential Complex Near Cambridge ...",Pre-verified,Loan Verified,1.8 Crores,Negotiable,"1,200",Sq.Ft,1.4 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Gokul Vihar,Apartment,>10 years old,Self Owned,3.3 per sq.ft/m,Vitrified Tiles,"1,200 sq.ft",Unfurnished,East,Floor 7 / 7,Bike and Car,Full,Both,ff8081815f574b34015f574d66d10084,
46,"Jul 19, 2018 5:13:02 PM",19.2073529,72.8792231,Resale,"2 BHK for sale,
RNA Ng Suncity Phase 3","Rna Ng Suncity Phase 3, Thakur Village Near Farid Estate",Pre-verified,Loan Verified,1.36 Crores,Negotiable,990,Sq.Ft,1.06 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,RNA Ng Suncity Phas,Apartment,>10 years old,Self Owned,4.5 per sq.ft/m,Vitrified Tiles,990 sq.ft,Full,East,Floor 1 / 10,Bike and Car,None,Corporation,ff8081816343e70501634473cb9f5a57,
47,"Jul 26, 2018 6:12:26 PM",19.2114533,72.8737217,Resale,"3 BHK for sale,
Raheja Reflections Etern","Raheja Reflections Eternity, Near To Domino's Pizza,tha ...",Pre-verified,Loan Verified,3.55 Crores,Negotiable,"1,786",Sq.Ft,2.76 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,Raheja Reflections,Apartment,1-3 years old,Self Owned,2.8 per sq.ft/m,Vitrified Tiles,"1,786 sq.ft",Semi,North,Floor 10 / 22,Bike and Car,Full,Corporation,ff80818163fd9fda0163ff2e21b1616d,
48,NA,19.1154908,72.8726952,Resale,"2 BHK for sale,
Kamlesh Apartments","Kamlesh Apartments, Near Sona Udyog Premises Co-op. Soc ...",Pre-verified,Loan Verified,1.6 Crores,Negotiable,820,Sq.Ft,1.24 Lacs/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Kamlesh Apartments,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181551131c10155295251f24e96,
49,"Jul 30, 2018 2:02:45 PM",18.9897041,72.8313923,Resale,"1 BHK for sale,
Omkar Society","Omkar Society, Nm Joshi Marg, Near Podar Mills",Pre-verified,Loan Verified,1.37 Crores,Negotiable,460,Sq.Ft,1.06 Lacs/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Omkar Society,Apartment,5-10 years old,Self Owned,4.3 per sq.ft/m,Marble/Granite,460 sq.ft,Semi,East,Floor 6 / 7,Car,None,Corporation,ff80818163ee6c230163f20c0936110e,
50,"Jul 28, 2018 5:38:20 PM",19.1582376,72.9326521,Resale,"2 BHK for sale,
Mayuresh Park","Mayuresh Park, Bhandup West, Mumbai",Pre-verified,Loan Verified,1.4 Crores,Negotiable,785,Sq.Ft,1.09 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Mayuresh Park,Apartment,>10 years old,Self Owned,3.1 per sq.ft/m,Vitrified Tiles,785 sq.ft,Full,South-East,Floor 1 / 7,Bike and Car,NA,Both,ff808181645ff54001646320cb40717b,
51,"Jul 31, 2018 2:10:05 PM",19.0481973,72.9173919,Resale,"3 BHK for sale,
Aphrodite Building","Aphrodite Building, Deonar Village Rd, Near Raheja Acro ...",Pre-verified,Loan Verified,2.9 Crores,Negotiable,"1,235",Sq.Ft,2.25 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Aphrodite Building,Apartment,5-10 years old,Self Owned,5.7 per sq.ft/m,Vitrified Tiles,"1,235 sq.ft",Full,West,Floor 2 / 12,Bike and Car,Partial,Corporation,ff80818164cfabaa0164d0b629a97fcb,
52,"Apr 21, 2018 7:02:40 PM",19.11337974,72.82962593,Resale,"1 BHK for sale,
Sukhmani Juhu Himalaya H","Sukhmani Juhu Himalaya Housing Society, Opposite To Abs ...",Pre-verified,Loan Verified,2.75 Crores,Negotiable,625,Sq.Ft,2.14 Lacs/Month,1 bedrooms,2 Baths,Marble/Granite,0 Balconies,Sukhmani Juhu Himal,Apartment,>10 years old,Self Owned,2.7 per sq.ft/m,Marble/Granite,625 sq.ft,Full,East,Floor 4 / 12,Bike and Car,NA,Corporation,ff80818162cd3c5f0162cdd6d50e381b,
53,NA,19.1954467,72.8670558,Resale,"1 BHK for sale,
Vedic Heights","Vedic Heights, Hanuman Nagar Road Near Hanuman Mandir",Pre-verified,Loan Verified,85 Lacs,Negotiable,600,Sq.Ft,66.07 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Vedic Heights,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081816347abef016348c2ddd15c9e,
54,"May 24, 2018 1:34:33 PM",19.11750811,72.82805634,Resale,"3 BHK for sale,
Rajgir Milap","Rajgir Milap, Kapaswadi Near Juhu Circle, Near Karachi ...",Pre-verified,Loan Verified,5.3 Crores,Negotiable,"1,500",Sq.Ft,4.12 Lacs/Month,3 bedrooms,3 Baths,Marble/Granite,0 Balconies,Rajgir Milap,Apartment,>10 years old,Self Owned,7.3 per sq.ft/m,Marble/Granite,"1,500 sq.ft",Full,North-East,Floor 6 / 6,Car,NA,Corporation,ff808181636862030163689a0e611ff2,
55,"May 23, 2018 4:20:24 PM",19.1755231,72.86777421,Resale,"2 BHK for sale,
Swapnalok Apartments","Swapnalok Apartments, Yashodham,near To Goregaon Gokul ...",Pre-verified,Loan Verified,1.32 Crores,Negotiable,875,Sq.Ft,1.03 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Swapnalok Apartment,Apartment,>10 years old,Self Owned,4.3 per sq.ft/m,Vitrified Tiles,875 sq.ft,Semi,East,Floor 8 / 8,Bike and Car,NA,Corporation,ff808181617a2fb2016183be1f326cc7,
56,"May 28, 2018 6:38:29 PM",19.1981746,72.8104299,Resale,"2 BHK for sale,
Sailabh Cottage","Sailabh Cottage, F1 Sailabh Cottage Bhangarwada Lane Ba ...",Pre-verified,Loan Verified,70 Lacs,Negotiable,"1,000",Sq.Ft,54.41 K/Month,2 bedrooms,1 Bath,Marble/Granite,1 Balcony,Sailabh Cottage,Independent House/Villa,>10 years old,Self Owned,0.0 per sq.ft/m,Marble/Granite,"1,000 sq.ft",Unfurnished,North,Floor 0 / 1,None,NA,Corporation,ff80818163308d8b016330c821371a18,
57,"Jun 12, 2018 6:28:22 PM",19.1837559,72.9377,Resale,"2 BHK for sale,
Santa Rosa","Santa Rosa, Yogi Hills, Near Mount View",Pre-verified,Loan Verified,1.45 Crores,Negotiable,755,Sq.Ft,1.13 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,0 Balconies,Santa Rosa,Apartment,>10 years old,Self Owned,2.4 per sq.ft/m,Marble/Granite,755 sq.ft,Full,East,Floor 4 / 7,Bike and Car,Full,Corporation,ff80818163d437840163d443170803be,
58,NA,19.13099289,72.82807922,Resale,"3 BHK for sale,
Metropolis Residences","Metropolis Residences, J.p. Road, Four Bungalows, Opp. ...",Pre-verified,Loan Verified,3.4 Crores,Negotiable,"1,658",Sq.Ft,2.64 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Metropolis Residenc,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818162d7b6ce0162dd207a9b05e6,
59,"Jun 22, 2018 12:37:34 PM",19.1956553,72.8727556,Resale,"3 BHK for sale,
Anita Accord","Anita Accord, Kandivali East, Mumbai",Pre-verified,Loan Verified,2 Crores,Negotiable,"1,560",Sq.Ft,1.55 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,2 Balconies,Anita Accord,Apartment,>10 years old,Self Owned,2.1 per sq.ft/m,Vitrified Tiles,"1,560 sq.ft",Semi,North-East,Floor 9 / 15,Bike and Car,Full,Corporation,ff80818157e227910157e69a19af6b74,
60,"Jun 23, 2018 4:26:11 PM",19.1629338,72.839241,Resale,"3 BHK for sale,
Devraj CHS Ltd","Devraj Chs Ltd, S.v Road, Opp. Ratna Hotel",Pre-verified,Loan Verified,2.5 Crores,Negotiable,"1,450",Sq.Ft,1.94 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Devraj CHS Ltd,Apartment,>10 years old,Self Owned,0.7 per sq.ft/m,Vitrified Tiles,"1,450 sq.ft",Unfurnished,East,Floor 2 / 4,Bike and Car,NA,Corporation,ff80818163a6bee80163a6cc6b0e0951,
